species	2016	2012	2008	2004	2000	1994	1988	2018	2017	1996	2015	2013	2009	2019	2011	2010	2006	2007	2005	2002	2014	2001	2003
Troglodytes monticola	CR	CR	VU	LC	LR/lc	LR/lc	LR/lc	CR			CR	CR			CR				VU				
Troglodytes solstitialis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Troglodytes rufulus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Thryorchilus browni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Uropsila leucogastra	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Henicorhina leucosticta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Henicorhina leucoptera	NT	NT	NT	NT	LR/nt	LR/nt	NT																
Microcerculus philomela	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microcerculus marginatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microcerculus ustulatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microcerculus bambla	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Cyphorhinus phaeocephalus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Cyphorhinus arada	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Auriparus flaviceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Microbates collaris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microbates cinereiventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ramphocaenus melanurus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Polioptila caerulea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Polioptila californica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Polioptila melanura	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Polioptila lembeyei	LC	LC	LC	LC	LR/lc	LR/nt	T						LC										
Polioptila nigriceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Polioptila albiloris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Polioptila lactea	NT	NT	NT	NT	LR/nt	LR/nt	NT																
Polioptila schistaceigula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Polioptila dumicola	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Remiz coronatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Remiz consobrinus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Anthoscopus punctifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Anthoscopus parvulus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Anthoscopus musculus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Anthoscopus flavifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Anthoscopus sylviella	LC		NR	NR	NR	NR	LR/lc		LC														
Anthoscopus minutus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cephalopyrus flammiceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pholidornis rushiae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile carolinensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile atricapillus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile gambeli	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Poecile sclateri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile superciliosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile davidi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile cinctus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile hudsonicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poecile rufescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Periparus rufonuchalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Periparus rubidiventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pardaliparus venustulus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pardaliparus elegans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pardaliparus amabilis	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Lophophanes cristatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Lophophanes dichrous	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus guineensis	LC		NR	NR	NR	NR	LR/lc																
Melaniparus albiventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus leuconotus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus funereus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus pallidiventris	LC		NR	NR	NR	NR	LR/lc																
Melaniparus fringillinus	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc						LC										
Melaniparus fasciiventer	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus thruppi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus griseiventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus cinerascens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melaniparus afer	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Parus monticolus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Machlolophus nuchalis	VU	VU	VU	VU	VU	VU	T			VU													
Machlolophus xanthogenys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Machlolophus spilonotus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Machlolophus holsti	NT	NT	NT	NT	LR/nt	LR/nt	T																
Sittiparus semilarvatus	NT	NT	NT	NT	LR/nt	LR/nt	NT		NT														
Baeolophus wollweberi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Baeolophus inornatus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Baeolophus bicolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Baeolophus atricristatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Sylviparus modestus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melanochlora sultanea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Aegithalos leucogenys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Aegithalos niveogularis	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc						LC										
Aegithalos fuliginosus	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc		LC				LC										
Psaltriparus minimus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Psaltria exilis	LC	LC	LC	LC	LR/lc	LR/lc	NT						LC										
Pseudochelidon eurystomina	DD	DD	DD	DD	DD	LR/lc	LR/lc																
Eurochelidon sirintarae	CR	CR	CR	CR	CR	CR	T			CR			CR			CR							
Tachycineta bicolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Tachycineta albiventer	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Tachycineta leucorrhoa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Tachycineta meyeni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Tachycineta thalassina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Tachycineta cyaneoviridis	EN	EN	VU	VU	VU	LR/nt	T					EN	EN				VU						
Tachycineta euchrysea	VU	VU	VU	VU	VU	LR/nt	NT																
Progne tapera	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Progne subis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Progne cryptoleuca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Progne dominicensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Progne sinaloae	VU	VU	DD	DD	DD	DD	LR/lc			DD													
Progne chalybea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Orochelidon murina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pygochelidon cyanoleuca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Orochelidon flavipes	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Atticora pileata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Atticora fasciata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pygochelidon melanoleuca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Atticora tibialis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Alopochelidon fucata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Stelgidopteryx serripennis	LC		NR	LC	LR/lc	LR/lc	LR/lc																
Stelgidopteryx ridgwayi	LC		NR	LC	LR/lc	LR/lc	LR/lc		LC														
Stelgidopteryx ruficollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cheramoeca leucosterna	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Riparia congica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Neophedina cincta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Phedina borbonica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phedinopsis brazzae	LC	LC	LC	DD	DD	LR/lc	LR/lc		LC				LC										
Pseudhirundo griseopyga	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ptyonoprogne rupestris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC								LC		
Ptyonoprogne obsoleta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ptyonoprogne concolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo rustica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC	LC									
Hirundo lucida	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Hirundo aethiopica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo angolensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo albigularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo neoxena	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo smithii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo nigrita	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo nigrorufa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo atrocaerulea	VU	VU	VU	VU	VU	VU	NT			VU				VU									
Hirundo leucosoma	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hirundo megaensis	VU	VU	VU	VU	VU	VU	T			VU							VU						
Hirundo dimidiata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cecropis cucullata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cecropis abyssinica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Cecropis semirufa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cecropis senegalensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon perdita	DD	DD	DD	DD	DD	VU	T			VU													
Petrochelidon preussi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon rufigula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon spilodera	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Orochelidon andecola	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon pyrrhonota	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon fulva	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC	LC									
Petrochelidon rufocollaris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon nigricans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon fluvicola	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Petrochelidon ariel	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Atronanus fuliginosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Delichon dasypus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Delichon nipalense	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Psalidoprocne nitens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Psalidoprocne fuliginosa	LC	LC	LC	LC	LR/lc	LR/nt	NT						LC										
Psalidoprocne albiceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Psalidoprocne pristoptera	LC	LC	LC	LC	LR/lc	LR/lc	NR		LC				LC										
Psalidoprocne obscura	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Regulus calendula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Regulus goodfellowi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Regulus satrapa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Spizixos canifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Spizixos semitorques	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus zeylanicus	EN	VU	VU	VU	VU	VU	NT	CR		VU													
Alcurus striatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hemixos leucogrammicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus tympanistrigus	NT	NT	NT	NT	LR/nt	VU	LR/lc			VU													
Microtarsus melanoleucos	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Brachypodius priocephalus	NT	NT	LC	LC	LR/lc	LR/nt	NT						LC			NT							
Ixidia squamata	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Ixidia cyaniventris	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Pycnonotus jocosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Pycnonotus xanthorrhous	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus sinensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Pycnonotus taivanus	VU	VU	VU	VU	VU	LR/nt	LR/lc																
Pycnonotus barbatus	LC	LC	LC	LC	LR/lc	LR/lc	NR	LC					LC										
Pycnonotus nigricans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Pycnonotus capensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus xanthopygos	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus leucotis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Pycnonotus leucogenys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus cafer	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Pycnonotus aurigaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Euptilotus eutilotus	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc					NT											
Pycnonotus nieuwenhuisii	DD	DD	DD	DD		DD	T			DD													
Poliolophus urostictus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus xantholaemus	VU	VU	VU	VU	VU	LR/nt	NT					VU											
Pycnonotus penicillatus	NT	NT	NT	NT	LR/nt	LR/nt	NT																
Pycnonotus luteolus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus goiavier	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus blanfordi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pycnonotus brunneus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ixidia erythropthalmos	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Arizelocichla montana	NT	NT	NT	NT	LR/nt	LR/nt	NT														NT		
Arizelocichla masukuensis	LC	LC	LC	LC	LR/lc	LR/lc	NR		LC				LC										
Eurillas virens	LC	LC	LC	LC	LR/lc	LR/lc	NR	LC					LC										
Eurillas gracilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Eurillas ansorgei	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Eurillas curvirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Stelgidillas gracilirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Andropadus importunus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Eurillas latirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Arizelocichla tephrolaema	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Arizelocichla striifacies	LC		NR	NR	NR	NR	LR/lc																
Calyptocichla serinus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Baeopogon indicator	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Baeopogon clamans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ixonotus guttatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Chlorocichla simplex	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Chlorocichla falkensteini	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Chlorocichla flaviventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Chlorocichla laetissima	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Chlorocichla prigoginei	EN	EN	EN	EN	EN	VU	T			VU													
Thescelocichla leucopleura	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Pyrrhurus scandens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Phyllastrephus cabanisi	LC	LC	LC	LC	LR/lc	LR/lc	NR	LC					LC										
Phyllastrephus fischeri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus terrestris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus strepitans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus fulviventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus cerviniventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus baumanni	LC	LC	LC	DD	DD	LR/nt	LR/lc		LC				LC										
Phyllastrephus poensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus hypochloris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phyllastrephus lorenzi	LC		NR	NT	LR/nt	LR/nt	NT																
Phyllastrephus poliocephalus	NT	NT	NT	NT	LR/nt	LR/nt	NT					NT											
Phyllastrephus xavieri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Bernieria madagascariensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Xanthomixis zosterops	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Xanthomixis apperti	VU	VU	VU	VU	VU	VU	T			VU													
Crossleyia tenebrosa	VU	VU	VU	VU	VU	EN	T			EN													
Xanthomixis cinereiceps	NT	NT	NT	NT	LR/nt	VU	T			VU													
Bleda syndactylus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Bleda eximius	NT	NT	VU	VU	VU	VU	NR	NT		VU		NT											
Bleda canicapillus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Nicator chloris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Nicator gularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Nicator vireo	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Criniger barbatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Criniger chloronotus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Criniger calurus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Criniger olivaceus	VU	VU	VU	VU	VU	VU	T	VU	VU	VU													
Criniger ndussumensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Iole finschii	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Alophoixus flaveolus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Alophoixus phaeocephalus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Setornis criniger	VU	VU	VU	VU	VU	LR/nt	LR/lc																
Tricholestes criniger	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Iole viridescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Iole propinqua	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Iole charlottae	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Acritillas indica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Iole palawanensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hypsipetes philippinus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Hypsipetes rufigularis	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc	NT															
Hypsipetes siquijorensis	EN	EN	EN	EN	EN	EN	T		EN	EN													
Hypsipetes amaurotis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC				LC										
Ixos malaccensis	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Hemixos castanonotus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ixos mcclellandii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hypsipetes madagascariensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Hypsipetes crassirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hypsipetes borbonicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		NT			LC	LC										
Hypsipetes olivaceus	VU	VU	VU	VU	VU	VU	T			VU							VU						
Ixos nicobariensis	NT	NT	VU	VU	VU	VU	NT			VU			NT										
Hypsipetes thompsoni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Neolestes torquatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Malia grata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hypocolius ampelinus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC	LC									
Cisticola erythrops	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Cisticola cantans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola lateralis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola anonymus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola woosnami	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola bulliens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola hunteri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola nigriloris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola bodessa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola chiniana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola cinereolus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola ruficeps	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Cisticola guinea	LC	LC	LC	DD	DD	LR/lc	LR/lc		LC				LC										
Cisticola rufilatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola subruficapilla	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola lais	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Cisticola restrictus	DD	DD	DD	DD	DD	DD	T			DD													
Cisticola njombe	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc						LC										
Cisticola pipiens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola carruthersi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola tinniens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola robustus	LC	LC	LC	LC	LR/lc	LR/lc	NR						LC										
Cisticola aberdare	EN	EN	EN	EN	EN	LR/lc	LR/lc	VU	VU														
Cisticola natalensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Cisticola fulvicapilla	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola angusticauda	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola melanurus	DD	DD	DD	DD	DD	LR/lc	NT																
Cisticola brachypterus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola rufus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Cisticola troglodytes	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola nana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola juncidis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC								LC		
Cisticola haesitatus	NT	NT	NT	VU	VU	VU	T			VU									NT				
Cisticola cherina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola aridulus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola textrix	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola eximius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola dambo	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Cisticola ayresii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cisticola exilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Scotocerca inquieta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Prinia crinigera	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Prinia polychroa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Prinia cinereocapilla	VU	VU	VU	VU	VU	LR/nt	LR/lc																
Prinia buchanani	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Prinia rufescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Prinia hodgsonii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Prinia gracilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC	LC									
Prinia sylvatica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
