species	2017	1996	1994	1990	1988	1986	2018	2010	2006	2016	2007	2015	2011	2020	1983	2014	2013	2009	2019	1985	2004	2002	2008	2003	2000	2012
Doronomyrmex goesswaldi	NA	VU	NA	K	K	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Doronomyrmex kutteri	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Doronomyrmex pacis	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Doronomyrmex pocahontas	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Drosophila lanaiensis	NA	EX	Ex	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dryococelus australis	CR	EX	Ex?	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA
Dryophthorus distinguendus	NA	EX	Ex	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dryotribus mimeticus	NA	EX	Ex	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dytiscus latissimus	NA	VU	R	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecchlorolestes nylephtha	NA	LR/nt	R	E	E	E	NA	NT	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA
Ecchlorolestes peringueyi	NA	EN	R	E	E	E	NT	VU	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA
Ectoedemia castaneae	NA	EX	Ex?	Ex?	Ex?	Ex?	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ectoedemia phleophaga	NA	EX	Ex?	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Edwardsina gigantea	NA	EN	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	E	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Edwardsina tasmaniensis	NA	CR	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	E	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elaphrus viridis	NA	CR	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Enallagma recurvatum	NA	VU	V	V	V	V	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Epigomphus camelus	NA	EN	I	I	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Epigomphus clavatus	NA	EN	I	I	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Epigomphus crepidus	NA	EN	I	I	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epigomphus paulsoni	NA	EN	I	I	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epigomphus subsimilis	NA	EN	I	I	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma ravouxi	NA	VU	NA	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma africana	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma algeriana	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma bernardi	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma corsica	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma goridaghini	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma kraussei	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma stumperi	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma tamarae	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epimyrma zaleskyi	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epiophlebia laidlawi	NA	VU	V	V	V	V	NA	NA	NT	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erebia gorgone	NA	NA	I	I	I	I	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erebia scipio	NA	NA	R	R	R	R	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erebia sthennyo	NA	NA	R	R	R	R	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erikssonia acraeina	NA	VU	V	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eriogaster catax	NA	DD	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erpetogomphus lampropeltis	LC	LR/lc	K	K	K	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eumorsea pinaleno	NA	VU	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea albicosta	NA	EN	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea blossomae	NA	LR/nt	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea caespes	NA	EN	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea configurata	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea cordelia	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea dentiplaga	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea doretta	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea eboraci	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea eupator	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea euphon	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea gamelia	NA	LR/nt	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea lacon	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea latifasciata	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea magou	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea martinii	NA	LR/nt	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea mitra	NA	EN	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea tobleri	NA	LR/nt	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea tripunctata	NA	EN	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea andamanensis	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea scherzeri	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euploea swainson	NA	LR/nt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euproserpinus wiesti	NA	CR	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euryphura achlys	NA	NA	I	I	I	I	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eurytides iphitas	NA	VU	V	V	V	V	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA
Protographium marcellinus	NA	VU	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA
Eusthenia nothofagi	NA	DD	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	E	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica aquilonia	NA	LR/nt	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica lugubris	NA	LR/nt	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica polyctena	NA	LR/nt	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica rufa	NA	LR/nt	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica uralensis	NA	LR/nt	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica dirksi	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formica talbotae	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formicoxenus nitidulus	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formicoxenus sibiricus	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formicoxenus provancheri	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formicoxenus quebecensis	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formicoxenus chamberlini	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Genophantis leahi	NA	EX	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glacicavicola bathyscioides	VU	VU	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glaucopsyche xerces	NA	EX	Ex	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phanogomphus diminutus	NA	LR/nt	R	R	R	R	LC	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phanogomphus hodgesi	NT	LR/nt	R	R	R	V	NT	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phanogomphus sandrius	NA	EN	I	I	I	I	VU	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gomphurus septima	NA	VU	R	R	R	R	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Graellsia isabelae	NA	DD	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Graphium aurivilliusi	NA	DD	K	K	K	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	NA	NA	NA	NA	NA	NA
Graphium epaminondas	NA	VU	K	K	K	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K	NA	NA	NA	NA	NA	NA
Graphium idaeoides	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA
Graphium levassori	NA	EN	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA
Graphium meeki	NA	VU	R	R	R	R	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA
Graphium megaera	NA	VU	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	NA
Graphium mendana	NA	LR/nt	R	R	R	R	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA
Graphium procles	NA	VU	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	NA
Graphium sandawanum	NA	EN	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA
Graphium stresemanni	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA
Graphoderus bilineatus	NA	VU	NA	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Graptodytes delectus	NA	EN	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grylloblatta chirurgica	NA	VU	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gryllotalpa major	NA	DD	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gymnopholus lichenifer	NA	VU	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	V	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haematopinus oliveri	NA	CR	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	E	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Harpagoxenus canadensis	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Harpagoxenus sublaevis	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heliconius nattereri	NA	CR	E	E	V	E	NA	NA	NA	NA	NA	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Helicoverpa confusa	NA	EX	Ex?	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Helicoverpa minuta	NA	EX	Ex	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemicordulia ogasawarensis	NA	EN	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemicordulia okinawensis	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Hemiphlebia mirabilis	NA	VU	R	E	E	V	NA	NA	NA	NA	NA	NA	NA	NA	E	NA	NA	NA	LC	NA	NA	NA	EN	NA	NA	NA
Hemisaga elongata	NA	CR	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemisaga lucifer	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemisaga vepreculae	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hesperia dacotae	NA	VU	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	V	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA
Hetaerina rudis	NA	EN	I	I	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heteragrion eboratum	NA	EN	I	I	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Heteragrion tricellulare	NA	EN	I	I	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Hydropsyche tobiasi	NA	EX	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ex	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydrotarsus compunctus	NA	CR	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydrotarsus pilosus	NA	EN	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hygrotus artus	NA	EX	Ex?	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyles hippophaes	NA	DD	V	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypena laysanensis	NA	EX	Ex	Ex	Ex	Ex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypena plagiota	NA	EX	Ex?	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypena senicula	NA	EX	Ex?	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypena newelli	NA	EX	Ex?	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphydryas maturna	NA	DD	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idea electra	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idea iasonia	NA	LR/nt	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idea malabarica	NA	LR/nt	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idea tambusisiana	NA	VU	K	K	K	K	NA	NA	NA	NA	NA	NA	NA	NA	K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ideopsis hewitsonii	NA	EN	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ideopsis klassika	NA	LR/lc	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ideopsis oberthurii	NA	VU	R	R	R	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idiostatus middlekaufi	NA	CR	I	I	I	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Indolestes boninensis	NA	CR	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iolaus aphnaeoides	NA	LR/nt	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iolaus lulua	NA	VU	R	V	E	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ischnura gemina	NA	EN	E	E	E	E	EN	NA	NA	NA	VU	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Isomma hieroglyphicum	LC	VU	I	I	I	I	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Isophya harzi	NA	VU	R	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ixalodectes flectocercus	NA	CR	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Joiceya praeclarus	NA	EN	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kawanaphila pachomai	NA	EN	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kedestes chaca	NA	NA	V	V	I	V	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kyidris media	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kyidris yaleogyna	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Labidura herculeana	NA	CR	E	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	V	EX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lasius reginae	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops bacchus	NA	LR/nt	R	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops hypopolia	NA	EX	Ex	Ex?	Ex?	Ex?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops loewensteini	NA	VU	R	V	V	V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops lotana	NA	CR	V	E	E	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops titei	NA	VU	I	V	V	V	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops badhami	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops balli	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops jefferyi	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops littoralis	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lepidochrysops oosthuizeni	NA	VU	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
