species	2016	2008	1996	1994	2015	2002	1990	1988	1986	2004	2019	2000	2013	2006	1965	1992	2017	2003	2018	2014	1982	2007	2009	2010	2012	2011
Cardioderma cor		LC	LR/nt							LC							LC									
Carollia benkeithi											LC															
Carollia brevicauda	LC	LC	LR/lc																							
Carollia castanea	LC																									
Carollia manu		LC			LC																					
Carollia monohernandezi											DD															
Carollia perspicillata		LC	LR/lc		LC																					
Carollia sowelli		LC			LC																					
Carollia subrufa		LC	LR/lc		LC																					
Carpitalpa arendsi		VU	LR/lc		VU									VU												
Carpomys melanurus	DD	DD	DD																							
Carpomys phaeurus	LC	LC	DD																							
Carterodon sulcidens	DD	DD	LR/nt																							
Caryomys eva	LC	LC	LR/lc																							
Caryomys inez	LC	LC	LR/lc																							
Casinycteris argynnis	LC	LC	LR/nt							NT																
Casinycteris campomaanensis																	DD									
Castor canadensis	LC	LC	LR/lc									LR/lc														LC
Castor fiber	LC	LC	LR/nt			NT																				
Catagonus wagneri		EN	EN	E	EN		V	V	V											EN	V					
Catopuma badia	EN	EN	VU	K		EN	R	R	R																	
Catopuma temminckii		NT	LR/nt	I	NT	VU	I	I	I																	
Cavia aperea	LC																									
Cavia fulgida	LC	LC	LR/lc																							
Cavia intermedia	CR	CR																								
Cavia magna	LC	LC	LR/lc																							
Cavia patzelti	DD																									
Cavia tschudii	LC	LC	LR/lc																							
Cebuella pygmaea		LC	LR/lc															LC								
Cebus aequatorialis		CR	DD		CR							DD						NT								
Cebus albifrons		LC	DD		LC							LR/lc						LC								
Cebus brunneus		LC	LR/lc		LC													LC								
Cebus castaneus			LR/lc															LC	LC							
Cebus cesarae		DD	DD		DD							DD						NT								
Cebus cuscinus		NT	DD	V	NT							DD						LC								
Cebus kaapori		CR	VU	E								VU														
Cebus malitiosus		EN	DD		EN							DD						NT								
Cebus versicolor		EN			EN							DD														
Centronycteris centralis		LC			LC																					
Centronycteris maximiliani	LC	LC	LR/lc																							
Centurio senex	LC	LC	LR/lc																							
Cephalophus adersi		CR	EN	V			V	V	V	CR							VU									
Cephalophus callipygus	LC	LC	LR/nt																							
Cephalophus dorsalis	NT	LC	LR/nt																							
Cephalophus harveyi	LC	LC	LR/cd																							
Cephalophus jentinki	EN	EN	VU	E			E	E	E																	
Cephalophus leucogaster	NT	LC	LR/nt																							
Cephalophus natalensis	LC	LC	LR/cd																							
Cephalophus niger	LC	LC	LR/nt																							
Cephalophus nigrifrons	LC	LC	LR/nt																							
Cephalophus ogilbyi	LC	LC	LR/nt	V			V																			
Cephalophus rufilatus	LC	LC	LR/cd																							
Cephalophus silvicultor	NT	LC	LR/nt																							
Cephalophus spadix	EN	EN	VU	V			V	V	K													EN				
Cephalophus weynsi	LC	LC	LR/nt																							
Cephalophus zebra	VU	VU	VU	V			V	V	I																	
Cephalorhynchus commersonii		DD	DD	K			K	K					DD				LC									
Cephalorhynchus eutropia		NT	DD	K			K	K					NT				NT									
Cephalorhynchus heavisidii		DD	DD	K			K	K					DD						NT							
Cephalorhynchus hectori		EN	VU	I			V	K				EN	EN													
Ceratotherium simum		NT	LR/cd	V		NT												NT							NT	NT
Cercartetus caudatus	LC	LC	LR/lc																							
Cercartetus concinnus	LC	LC	LR/lc																							
Cercartetus lepidus	LC	LC	LR/lc																							
Cercartetus nanus	LC	LC	LR/lc																							
Cercocebus agilis		LC																								
Cercocebus atys	NT	NT																								
Cercocebus chrysogaster		DD	DD									DD														
Cercocebus galeritus		EN	EN	E			E	E	E			CR														
Cercocebus lunulatus	EN	EN	EN									CR														
Cercocebus sanjei		EN	EN	E			E	E				EN														
Cercocebus torquatus		VU	LR/nt	V			V	V	V		EN															
Cercopithecus ascanius		LC	LR/lc					nt				LR/lc														
Cercopithecus campbelli	LC	LC																								
Cercopithecus cephus		LC	LR/lc					nt				LR/lc														
Cercopithecus denti	LC	LC																								
Cercopithecus diana	VU	VU	VU									EN														
Cercopithecus dryas		CR	DD	K			V	K	K		EN	DD														
Cercopithecus erythrogaster		VU	VU	E			E	E	V			EN														
Cercopithecus erythrotis		VU	VU	V			V	E	V			VU														
Cercopithecus hamlyni		VU	LR/nt	V			V	V	K																	
Cercopithecus lowei	LC	LC									VU															
Cercopithecus mitis		LC	LR/lc					nt				LR/lc														
Cercopithecus mona		LC	LR/lc					nt				LR/lc														
Cercopithecus neglectus		LC	LR/lc					nt				LR/lc														
Cercopithecus nictitans		LC	LR/lc					nt				LR/lc														
Cercopithecus petaurista		LC	LR/lc					nt				LR/lc														
Cercopithecus roloway	EN	EN	EN	E							CR	CR														
Cercopithecus sclateri		VU	EN	E			E				EN	EN														
Cerdocyon thous		LC	LR/lc		LC					LC																
Cerradomys maracajuensis		LC															LC									
Cerradomys marinhus		DD									LC															
Cerradomys scotti																	LC									
Cerradomys subflavus	LC	LC	LR/lc																							
Cervus albirostris		VU	VU	V	VU		V	I	I											VU						
Cervus canadensis	LC																		LC							
Cervus elaphus	LC																		LC							
Cervus hanglu			EN				E	E	E								LC									
Cervus nippon		LC	LR/lc		LC																					
Chacodelphys formosa	NT	VU																								
Chaerephon aloysiisabaudiae		LC	LR/lc							NT							LC									
Chaerephon ansorgei		LC	LR/lc							LC							LC									
Chaerephon atsinanana																	LC									
Chaerephon bemmeleni		LC	LR/lc							LC							LC									
Chaerephon bivittatus		LC	LR/lc							LC							LC									
Chaerephon bregullae		EN	LR/nt																	EN						
Chaerephon chapini		LC	LR/nt							DD							LC			LC						
Chaerephon gallagheri		DD	CR							CR	DD															
Chaerephon jobensis		LC	LR/lc																							
Chaerephon jobimena		LC															LC			LC						
Chaerephon johorensis		VU	LR/nt																	VU						
Chaerephon major		LC	LR/lc							LC							LC									
Chaerephon nigeriae		LC	LR/lc							LC							LC			LC						
Chaerephon plicatus		LC	LR/lc																	LC						
Chaerephon pumilus		LC	LR/lc							LC										LC						
Chaerephon russatus		DD	LR/lc							NT																
Chaerephon solomonis		LC	LR/nt																	LC						
Chaerephon tomensis		EN	VU							CR																
Chaetocauda sichuanensis	DD	DD	EN																							
Chaetodipus ammophilus																	NT									
Chaetodipus arenarius																	LC									
Chaetodipus artus	LC	LC	LR/lc																							
Chaetodipus baileyi	LC	LC	LR/lc																							
Chaetodipus californicus	LC	LC	LR/lc																							
Chaetodipus eremicus	LC	LC																								
Chaetodipus fallax	LC	LC	LR/lc																							
Chaetodipus formosus	LC	LC	LR/lc																							
Chaetodipus goldmani		VU	LR/lc								NT													NT		
Chaetodipus hispidus	LC	LC	LR/lc																							
Chaetodipus intermedius	LC	LC	LR/lc																							
Chaetodipus lineatus		DD															DD									
Chaetodipus nelsoni	LC	LC	LR/lc																							
Chaetodipus penicillatus	LC	LC	LR/lc																							
Chaetodipus pernix	LC	LC	LR/lc																							
Chaetodipus rudinoris	LC	LC																								
Chaetodipus siccus																	LC									
Chaetodipus spinatus	LC	LC	LR/lc																							
Chaetophractus vellerosus	LC																LC									
Chaetophractus villosus		LC	LR/lc											LC						LC				LC		
Chalinolobus dwyeri		NT	VU																							
Chalinolobus gouldii		LC	LR/lc																							
Chalinolobus morio		LC	LR/lc																							
Chalinolobus neocaledonicus		EN	EN																							
Chalinolobus nigrogriseus		LC	LR/lc																							
Chalinolobus picatus		NT	LR/nt																							
Chalinolobus tuberculatus		VU	LR/nt									VU														
Cheirogaleus crossleyi		DD																		DD						
Cheirogaleus major																				DD						
Cheirogaleus medius																				LC						
Cheirogaleus minusculus		DD																		DD						
Cheirogaleus sibreei		DD																		CR						
Cheiromeles parvidens		LC	LR/nt																							
Cheiromeles torquatus		LC	LR/nt																							
Chelemys macronyx	LC	LC	LR/lc																							
Chelemys megalonyx		NT	LR/lc								NT															
Cheracebus lucifer		LC	LR/lc	V								LR/lc						LC	LC							
Cheracebus lugens		LC	LR/lc															LC	LC							
Cheracebus medemi		VU	VU									VU						LC								
Cheracebus purinus		LC	LR/lc															LC	LC							
Cheracebus regulus		LC	LR/lc															LC	LC							
Cheracebus torquatus		LC	LR/lc															LC	LC							
Chibchanomys orcesi		DD									DD															
Chibchanomys trichotis		DD	LR/nt								DD															
Chilomys instans	LC	LC	LR/lc																							
Chilonatalus macer											DD															
Chilonatalus micropus																			VU							
Chilonatalus tumidifrons		NT	VU																NT							
Chimarrogale hantu		NT	CR																NT							
Chimarrogale himalayica	LC	LC	LR/lc																							
Chimarrogale phaeura	EN	EN	EN																							
Chimarrogale platycephalus	LC	LC	LR/lc																							
Chimarrogale styani	LC	LC	LR/lc																							
Chimarrogale sumatrana	DD	DD	CR																							
Chinchilla chinchilla	EN	CR	CR	I			I	I	I												I					
Chinchilla lanigera	EN	CR	VU	I			I	I	I												I					
Chinchillula sahamae	LC	LC	LR/lc																							
Chionomys gud	LC	LC	LR/nt																							
Chionomys nivalis	LC	LC	LR/nt																							
Chionomys roberti	LC	LC	LR/nt																							
Chiroderma doriae		LC	VU		LC																					
Chiroderma improvisum	EN	VU	EN																							
Chiroderma salvini		LC	LR/lc		LC																					
Chiroderma trinitatum	LC	LC	LR/lc																							
Chiroderma villosum		LC	LR/lc		LC																					
Chiroderma vizottoi																	DD									
Chiromyscus chiropus	LC	LC	LR/lc																							
Chironax melanocephalus		LC	LR/lc																							
Chironectes minimus	LC	LC	LR/nt																							
Chiropodomys calamianensis	DD	DD	LR/lc																							
Chiropodomys gliroides	LC	LC	LR/lc																							
Chiropodomys karlkoopmani	VU	EN	EN																							
Chiropodomys major		DD	LR/lc														LC									
Chiropodomys muroides	DD	DD	LR/nt																							
Chiropodomys pusillus	DD	DD	LR/lc																							
Chiropotes albinasus		EN	LR/lc	V			V	V	V			LR/lc						LC			V					
Chiropotes chiropotes		LC	LR/lc															LC	LC							
Chiropotes satanas		CR	LR/lc	E			E	E	E			LR/lc						EN			E					
Chiropotes utahickae		EN	VU	V								VU						VU								
Chiruromys forbesi	LC	LC	LR/lc																							
Chiruromys lamia	LC	LC	LR/lc																							
Chiruromys vates	LC	LC	LR/lc																							
Chlamyphorus truncatus		DD	EN	K			K	K	K					NT						DD	K			DD		
Chlorocebus aethiops		LC	LR/lc					nt				LR/lc														
Chlorocebus cynosuros		LC																								
Chlorocebus djamdjamensis		VU	DD									DD														
Chlorocebus pygerythrus		LC																								
Chlorocebus sabaeus		LC																								
Chlorocebus tantalus		LC																								
Chlorotalpa duthieae		VU	VU	R	VU		R	R						VU												
Chlorotalpa sclateri		LC	VU	I	LC		I							LC												
Chodsigoa caovansunga	DD	DD																								
Chodsigoa hypsibia	LC	LC	LR/lc																							
Chodsigoa lamula	LC	LC	LR/lc																							
Chodsigoa parca	LC	LC	LR/lc																							
Chodsigoa parva	DD	DD																								
Chodsigoa salenskii	DD	DD	CR																							
Chodsigoa smithii	NT	NT	LR/lc																							
Chodsigoa sodalis	DD	DD																								
Choeroniscus godmani		LC	LR/nt		LC																					
Choeroniscus minor	LC	LC	LR/lc																							
Choeroniscus periosus		VU	VU		VU																					
Choeronycteris mexicana		NT	LR/nt																NT							
Choeropsis liberiensis		EN	VU	V	EN		V	V	V					EN												
Choloepus didactylus		LC	DD											LC						LC						LC
Choloepus hoffmanni		LC	DD											LC						LC						LC
Chrotogale owstoni	EN	VU	VU	I			K	K																		
Chrotomys gonzalesi		NT	CR	R													NT									
Chrotomys mindorensis		NT	LR/lc														LC									
Chrotomys sibuyanensis	DD	DD																								
Chrotomys silaceus	LC	LC	LR/nt																							
Chrotomys whiteheadi	LC	LC	VU																							
Chrotopterus auritus		LC	LR/lc		LC																					
Chrysochloris asiatica		LC	LR/lc		LC									LC												
Chrysochloris stuhlmanni		LC	LR/lc		LC									LC												
Chrysochloris visagiei		DD	CR	I	DD		I	K						DD												
Chrysocyon brachyurus		NT	LR/nt	V	NT		V	V	V	NT											V					
Chrysospalax trevelyani		EN	EN	R	EN		R	E	E					EN												
Chrysospalax villosus		VU	VU	V	VU		V	K						VU												
Cistugo lesueuri		LC	VU							VU							LC									
Cistugo seabrae		LC	VU							NT							LC									
Civettictis civetta		LC	LR/lc		LC						LC															
Cloeotis percivali		LC	LR/nt							VU							LC									
Clyomys laticeps	LC	LC	LR/lc																							
Coccymys kirrhos											DD															
Coccymys ruemmleri																	LC									
Coccymys shawmayeri																	LC									
Coelops frithii		LC	LR/lc																							
Coelops robinsoni		VU	LR/nt																							
Coendou baturitensis	DD																									
Coendou bicolor	LC	LC	LR/lc																							
Coendou ichillus	DD	DD																								
Coendou insidiosus	LC	LC	LR/lc																							
