species	current_status
Spermophilopsis leptodactylus	LC
Spermophilus alashanicus	LC
Spermophilus brevicauda	LC
Spermophilus citellus	VU
Spermophilus dauricus	LC
Spermophilus erythrogenys	LC
Spermophilus fulvus	LC
Spermophilus major	LC
Spermophilus musicus	NT
Spermophilus pallidicauda	LC
Spermophilus pygmaeus	LC
Spermophilus ralli	LC
Spermophilus relictus	LC
Spermophilus suslicus	NT
Spermophilus taurensis	LC
Spermophilus xanthoprymnus	NT
Sphaerias blanfordi	LC
Sphaeronycteris toxophyllum	LC
Spilocuscus kraemeri	NT
Spilocuscus maculatus	LC
Spilocuscus papuensis	VU
Spilocuscus rufoniger	CR
Spilocuscus wilsoni	CR
Spilogale angustifrons	LC
Spilogale gracilis	LC
Spilogale putorius	VU
Spilogale pygmaea	VU
Srilankamys ohiensis	VU
Steatomys bocagei	LC
Steatomys caurinus	LC
Steatomys cuppedius	LC
Steatomys jacksoni	DD
Steatomys krebsii	LC
Steatomys opimus	LC
Steatomys parvus	LC
Steatomys pratensis	LC
Stenella attenuata	LC
Stenella clymene	LC
Stenella coeruleoalba	LC
Stenella coeruleoalba	LC
Stenella frontalis	LC
Stenella longirostris	LC
Steno bredanensis	LC
Stenocephalemys albipes	LC
Stenocephalemys albocaudata	LC
Stenocephalemys griseicauda	LC
Stenocephalemys ruppi	DD
Stenoderma rufum	NT
Stochomys longicaudatus	LC
Strigocuscus celebensis	VU
Strigocuscus pelengensis	LC
Sturnira aratathomasi	LC
Sturnira bakeri	LC
Sturnira bidens	LC
Sturnira bogotensis	LC
Sturnira burtonlimi	DD
Sturnira erythromos	LC
Sturnira hondurensis	LC
Sturnira koopmanhilli	DD
Sturnira lilium	LC
Sturnira ludovici	LC
Sturnira luisi	LC
Sturnira magna	LC
Sturnira mistratensis	DD
Sturnira mordax	LC
Sturnira nana	EN
Sturnira oporaphilum	LC
Sturnira parvidens	LC
Sturnira perla	DD
Sturnira sorianoi	DD
Sturnira tildae	LC
Styloctenium mindorensis	DD
Styloctenium wallacei	NT
Stylodipus andrewsi	LC
Stylodipus sungorus	LC
Stylodipus telum	LC
Submyotodon latirostris	LC
Suncus aequatorius	EN
Suncus ater	DD
Suncus dayi	EN
Suncus etruscus	LC
Suncus fellowesgordoni	EN
Suncus hosei	DD
Suncus hututsi	DD
Suncus infinitesimus	LC
Suncus lixus	LC
Suncus malayanus	LC
Suncus megalura	LC
Suncus mertensi	EN
Suncus montanus	VU
Suncus murinus	LC
Suncus remyi	LC
Suncus stoliczkanus	LC
Suncus varilla	LC
Suncus zeylanicus	EN
Sundamys infraluteus	LC
Sundamys maxi	VU
Sundamys muelleri	LC
Sundasciurus brookei	LC
Sundasciurus davensis	DD
Sundasciurus fraterculus	VU
Sundasciurus hippurus	NT
Sundasciurus hoogstraali	LC
Sundasciurus jentinki	LC
Sundasciurus juvencus	LC
Sundasciurus lowii	LC
Sundasciurus mindanensis	LC
Sundasciurus moellendorffi	NT
Sundasciurus philippinensis	LC
Sundasciurus rabori	DD
Sundasciurus samarensis	LC
Sundasciurus steerii	LC
Sundasciurus tenuis	LC
Surdisorex norae	LC
Surdisorex polulus	DD
Surdisorex schlitteri	DD
Suricata suricatta	LC
Sus ahoenobarbus	NT
Sus barbatus	VU
Sus cebifrons	CR
Sus celebensis	NT
Sus oliveri	VU
Sus philippensis	VU
Sus scrofa	LC
Sus verrucosus	EN
Syconycteris australis	LC
Syconycteris carolinae	VU
Syconycteris hobbit	LC
Sylvicapra grimmia	LC
Sylvilagus andinus	DD
Sylvilagus aquaticus	LC
Sylvilagus audubonii	LC
Sylvilagus bachmani	LC
Sylvilagus brasiliensis	EN
Sylvilagus cognatus	EN
Sylvilagus cunicularius	LC
Sylvilagus dicei	VU
Sylvilagus floridanus	LC
Sylvilagus gabbi	LC
Sylvilagus graysoni	EN
Sylvilagus insonus	DD
Sylvilagus mansuetus	CR
Sylvilagus nuttallii	LC
Sylvilagus obscurus	NT
Sylvilagus palustris	LC
Sylvilagus robustus	EN
Sylvilagus transitionalis	VU
Sylvilagus varynaensis	DD
Sylvisorex akaibei	DD
Sylvisorex camerunensis	VU
Sylvisorex corbeti	DD
Sylvisorex granti	LC
Sylvisorex howelli	LC
Sylvisorex isabellae	EN
Sylvisorex johnstoni	LC
Sylvisorex konganensis	DD
Sylvisorex lunaris	NT
Sylvisorex morio	EN
Sylvisorex ollula	LC
Sylvisorex oriundus	DD
Sylvisorex pluvialis	DD
Sylvisorex silvanorum	DD
Sylvisorex vulcanorum	LC
Symphalangus syndactylus	EN
Synaptomys borealis	LC
Synaptomys cooperi	LC
Syncerus caffer	NT
Syntheosciurus brochus	DD
Tachyglossus aculeatus	LC
Tachyoryctes macrocephalus	EN
Tachyoryctes splendens	LC
Tadarida aegyptiaca	LC
Tadarida brasiliensis	LC
Tadarida fulminans	LC
Tadarida insignis	DD
Tadarida latouchei	DD
Tadarida lobata	LC
Tadarida teniotis	LC
Tadarida ventralis	DD
Taeromys arcuatus	LC
Taeromys callitrichus	DD
Taeromys celebensis	LC
Taeromys hamatus	DD
Taeromys microbullatus	DD
Taeromys punicans	DD
Taeromys taerae	VU
Talpa altaica	LC
Talpa caeca	LC
Talpa caucasica	LC
Talpa davidiana	DD
Talpa europaea	LC
Talpa levantis	LC
Talpa occidentalis	LC
Talpa romana	LC
Talpa stankovici	LC
Tamandua mexicana	LC
Tamandua tetradactyla	LC
Tamias striatus	LC
Tamiasciurus douglasii	LC
Tamiasciurus hudsonicus	LC
Tamiasciurus mearnsi	EN
Tamiops macclellandii	LC
Tamiops maritimus	LC
Tamiops rodolphii	LC
Tamiops swinhoei	LC
Tanyuromys aphrastus	DD
Tapecomys primus	LC
Taphozous achates	DD
Taphozous australis	NT
Taphozous georgianus	LC
Taphozous hamiltoni	DD
Taphozous hildegardeae	VU
Taphozous hilli	LC
Taphozous kapalgensis	LC
Taphozous longimanus	LC
Taphozous mauritianus	LC
Taphozous melanopogon	LC
Taphozous nudiventris	LC
Taphozous perforatus	LC
Taphozous theobaldi	LC
Taphozous troughtoni	LC
Tapirus bairdii	EN
Tapirus indicus	EN
Tapirus pinchaque	EN
Tapirus terrestris	VU
Tarsipes rostratus	LC
Tarsius bancanus	VU
Tarsius dentatus	VU
Tarsius lariang	DD
Tarsius pelengensis	EN
Tarsius pumilus	DD
Tarsius sangirensis	EN
Tarsius syrichta	NT
Tarsius tarsier	VU
Tarsius tumpara	CR
Tarsius wallacei	DD
Tarsomys apoensis	LC
Tarsomys echinatus	VU
Tasmacetus shepherdi	DD
Tateomys macrocercus	DD
Tateomys rhinogradoides	DD
Tatera indica	LC
Taterillus arenarius	LC
Taterillus congicus	LC
Taterillus emini	LC
Taterillus gracilis	LC
Taterillus lacustris	LC
Taterillus petteri	LC
Taterillus pygargus	LC
Taterillus tranieri	LC
Taxidea taxus	LC
Tayassu pecari	VU
Tenrec ecaudatus	LC
Tetracerus quadricornis	VU
Thallomys loringi	LC
Thallomys nigricauda	LC
Thallomys paedulcus	LC
Thallomys shortridgei	DD
Thalpomys cerradensis	LC
Thalpomys lasiotis	LC
Thamnomys kempi	VU
Thamnomys schoutedeni	DD
Thamnomys venustus	LC
Thaptomys nigrita	LC
Theropithecus gelada	LC
Thomasomys andersoni	DD
Thomasomys apeco	VU
Thomasomys aureus	LC
Thomasomys auricularis	DD
Thomasomys australis	DD
Thomasomys baeops	LC
Thomasomys bombycinus	VU
Thomasomys caudivarius	LC
Thomasomys cinereiventer	LC
Thomasomys cinereus	LC
Thomasomys cinnameus	LC
Thomasomys contradictus	DD
Thomasomys daphne	LC
Thomasomys dispar	DD
Thomasomys eleusis	VU
Thomasomys emeritus	DD
Thomasomys erro	LC
Thomasomys fumeus	DD
Thomasomys gracilis	NT
Thomasomys hudsoni	VU
Thomasomys hylophilus	VU
Thomasomys incanus	LC
Thomasomys ischyrus	LC
Thomasomys kalinowskii	LC
Thomasomys ladewi	LC
Thomasomys laniger	LC
Thomasomys macrotis	VU
Thomasomys monochromos	VU
Thomasomys nicefori	LC
Thomasomys niveipes	LC
Thomasomys notatus	LC
Thomasomys onkiro	VU
Thomasomys oreas	LC
Thomasomys paramorum	LC
Thomasomys popayanus	DD
Thomasomys praetor	NT
Thomasomys princeps	DD
Thomasomys pyrrhonotus	VU
Thomasomys rosalinda	EN
Thomasomys silvestris	LC
Thomasomys taczanowskii	LC
Thomasomys ucucha	VU
Thomasomys vestitus	LC
Thomasomys vulcani	LC
Thomomys bottae	LC
Thomomys bulbivorus	LC
Thomomys clusius	LC
Thomomys idahoensis	LC
Thomomys mazama	LC
Thomomys monticola	LC
Thomomys talpoides	LC
Thomomys townsendii	LC
Thomomys umbrinus	LC
Thoopterus nigrescens	LC
Thrichomys apereoides	LC
Thrichomys inermis	LC
Thrichomys laurentius	DD
Thrichomys pachyurus	LC
Thryonomys gregorianus	LC
Thryonomys swinderianus	LC
Thylamys cinderella	LC
Thylamys citellus	LC
Thylamys elegans	LC
Thylamys fenestrae	NT
Thylamys karimii	VU
Thylamys macrurus	NT
Thylamys pallidior	LC
Thylamys pulchellus	LC
Thylamys pusillus	LC
Thylamys tatei	DD
Thylamys velutinus	NT
Thylamys venustus	DD
Thylogale billardierii	LC
Thylogale browni	VU
Thylogale brunii	VU
Thylogale calabyi	EN
Thylogale lanatus	EN
Thylogale stigmatica	LC
Thylogale thetis	LC
Thyroptera devivoi	DD
Thyroptera discifera	LC
Thyroptera lavali	DD
Thyroptera tricolor	LC
Thyroptera wynneae	DD
Tlacuatzin canescens	LC
Tokudaia muenninki	CR
Tokudaia osimensis	EN
Tokudaia tokunoshimensis	EN
Tolypeutes matacus	NT
Tolypeutes tricinctus	VU
Tomopeas ravus	EN
Tonatia bidens	DD
Tonatia saurophila	LC
Tonkinomys daovantieni	DD
Toromys grandis	LC
Toromys rhipidurus	DD
Trachops cirrhosus	LC
Trachypithecus auratus	VU
Trachypithecus barbei	DD
Trachypithecus cristatus	NT
Trachypithecus delacouri	CR
Trachypithecus francoisi	EN
Trachypithecus geei	EN
Trachypithecus germaini	EN
Trachypithecus hatinhensis	EN
Trachypithecus johnii	VU
Trachypithecus laotum	VU
Trachypithecus obscurus	NT
Trachypithecus phayrei	EN
Trachypithecus pileatus	VU
Trachypithecus poliocephalus	CR
Trachypithecus shortridgei	EN
Trachypithecus vetulus	EN
Tragelaphus angasii	LC
Tragelaphus buxtoni	EN
Tragelaphus derbianus	VU
Tragelaphus eurycerus	NT
Tragelaphus imberbis	NT
Tragelaphus oryx	LC
Tragelaphus scriptus	LC
Tragelaphus spekii	LC
Tragelaphus strepsiceros	LC
Tragulus javanicus	DD
Tragulus kanchil	LC
Tragulus napu	LC
Tragulus nigricans	EN
Tragulus versicolor	DD
Tragulus williamsoni	DD
Transandinomys bolivaris	LC
Transandinomys talamancae	LC
Tremarctos ornatus	VU
Triaenops afer	LC
Triaenops parvus	DD
Triaenops persicus	LC
Triaenops rufus	LC
Trichechus inunguis	VU
Trichechus manatus	VU
Trichechus senegalensis	VU
Trichosurus caninus	LC
Trichosurus cunninghami	LC
Trichosurus vulpecula	LC
Trichys fasciculata	LC
Trinomys albispinus	LC
Trinomys dimidiatus	LC
Trinomys eliasi	NT
Trinomys gratiosus	LC
Trinomys iheringi	LC
Trinomys mirapitanga	DD
Trinomys moojeni	EN
Trinomys paratus	DD
Trinomys setosus	LC
Trinomys yonenagae	EN
Trinycteris nicefori	LC
Trogopterus xanthipes	NT
Tryphomys adustus	DD
Tscherskia triton	LC
Tupaia belangeri	LC
Tupaia chrysogaster	VU
Tupaia discolor	DD
Tupaia dorsalis	DD
Tupaia everetti	LC
Tupaia ferruginea	DD
Tupaia glis	LC
Tupaia gracilis	LC
Tupaia hypochrysa	DD
Tupaia javanica	LC
Tupaia longipes	LC
Tupaia minor	LC
Tupaia montana	LC
Tupaia nicobarica	EN
Tupaia palawanensis	LC
Tupaia picta	LC
Tupaia salatana	LC
Tupaia splendidula	LC
Tupaia tana	LC
Tursiops aduncus	DD
Tursiops truncatus	LC
Tursiops truncatus	LC
Tursiops truncatus	LC
Tylomys bullaris	CR
Tylomys fulviventer	DD
Tylomys mirae	LC
Tylomys nudicaudus	LC
Tylomys panamensis	DD
Tylomys tumbalensis	CR
Tylomys watsoni	LC
Tylonycteris pachypus	LC
Tylonycteris robustula	LC
Tympanoctomys aureus	CR
Tympanoctomys barrerae	NT
Tympanoctomys kirchnerorum	DD
Tympanoctomys loschalchalerosorum	CR
Typhlomys cinereus	LC
Uranomys ruddi	LC
Urocitellus armatus	LC
Urocitellus beldingi	LC
Urocitellus brunneus	CR
Urocitellus canus	LC
Urocitellus columbianus	LC
Urocitellus elegans	LC
Urocitellus endemicus	VU
Urocitellus mollis	LC
Urocitellus parryii	LC
Urocitellus richardsonii	LC
Urocitellus townsendii	VU
Urocitellus undulatus	LC
Urocitellus washingtoni	NT
Urocyon cinereoargenteus	LC
Urocyon littoralis	NT
Uroderma bilobatum	LC
Uroderma magnirostrum	LC
Uromys anak	LC
Uromys boeadii	CR
Uromys caudimaculatus	LC
Uromys emmae	CR
Uromys hadrourus	NT
Uromys imperator	CR
Uromys neobritannicus	NT
Uromys porculus	CR
Uromys rex	EN
Uromys siebersi	DD
Uromys vika	CR
Uropsilus andersoni	DD
Uropsilus gracilis	LC
Uropsilus investigator	DD
Uropsilus soricipes	LC
Urotrichus talpoides	LC
Ursus americanus	LC
Ursus arctos	LC
Ursus maritimus	VU
Ursus thibetanus	VU
Vampyressa melissa	VU
Vampyressa pusilla	DD
Vampyressa thyone	LC
Vampyriscus bidens	LC
Vampyriscus brocki	LC
Vampyriscus nymphaea	LC
Vampyrodes caraccioli	LC
Vampyrodes major	LC
Vampyrum spectrum	NT
Vandeleuria nilagirica	EN
Vandeleuria nolthenii	EN
Vandeleuria oleracea	LC
Varecia rubra	CR
Varecia variegata	CR
Vernaya fulva	LC
Vespadelus baverstocki	LC
Vespadelus caurinus	LC
Vespadelus darlingtoni	LC
Vespadelus douglasorum	LC
Vespadelus finlaysoni	LC
Vespadelus pumilus	LC
Vespadelus regulus	LC
Vespadelus troughtoni	LC
Vespadelus vulturnus	LC
Vespertilio murinus	LC
Vespertilio sinensis	LC
Vicugna vicugna	LC
Viverra civettina	CR
Viverra megaspila	EN
Viverra tangalunga	LC
Viverra zibetha	LC
Viverricula indica	LC
Voalavo antsahabensis	EN
Voalavo gymnocaudus	LC
Volemys millicens	NT
Volemys musseri	DD
Vombatus ursinus	LC
Vormela peregusna	VU
Vulpes bengalensis	LC
Vulpes cana	LC
Vulpes chama	LC
Vulpes corsac	LC
Vulpes ferrilata	LC
Vulpes lagopus	LC
Vulpes macrotis	LC
Vulpes pallida	LC
Vulpes rueppellii	LC
Vulpes velox	LC
Vulpes vulpes	LC
Vulpes zerda	LC
Waiomys mamasae	DD
Wallabia bicolor	LC
Wiedomys cerradensis	DD
Wiedomys pyrrhorhinos	LC
Wilfredomys oenax	EN
Wyulda squamicaudata	NT
Xenomys nelsoni	EN
Xenuromys barbatus	LC
Xeromys myoides	VU
Xeronycteris vieirai	DD
Xerospermophilus mohavensis	NT
Xerospermophilus perotensis	EN
Xerospermophilus spilosoma	LC
Xerospermophilus tereticaudus	LC
Xerus erythropus	LC
Xerus inauris	LC
Xerus princeps	LC
Xerus rutilus	LC
Zaedyus pichiy	NT
Zaglossus attenboroughi	CR
Zaglossus bartoni	VU
Zaglossus bruijnii	CR
Zalophus californianus	LC
Zalophus wollebaeki	EN
Zapus hudsonius	LC
Zapus princeps	LC
Zapus trinotatus	LC
Zelotomys hildegardeae	LC
Zelotomys woosnami	LC
Zenkerella insignis	LC
Ziphius cavirostris	LC
Ziphius cavirostris	LC
Zygodontomys brevicauda	LC
Zygodontomys brunneus	LC
Zygogeomys trichopus	EN
Zyzomys argurus	LC
Zyzomys maini	VU
Zyzomys palatalis	CR
Zyzomys pedunculatus	CR
Zyzomys woodwardi	LC
