	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
5428	Taterillus lacustris				LC				LC									LC			
5429	Taterillus petteri				LC				LC								LC				
5430	Taterillus pygargus				LC				LC								LC				
5431	Taterillus tranieri				DD				LC									LC			
5432	Taxidea taxus								LC								LC				
5433	Tayassu pecari								NT					VU							
5434	Tenrec ecaudatus						LC		LC							LC	LC				
5435	Tetracerus quadricornis			VU					VU									VU			
5436	Thallomys loringi				LC				LC								LC				
5437	Thallomys nigricauda				LC				LC								LC				
5438	Thallomys paedulcus				LC				LC								LC				
5439	Thallomys shortridgei				DD				DD											DD	
5440	Thalpomys cerradensis								LC									LC			
5441	Thalpomys lasiotis								LC									LC			
5442	Thamnomys kempi				VU				VU								VU				
5443	Thamnomys schoutedeni				DD				DD								DD				
5444	Thamnomys venustus				NT				VU								LC				
5445	Thaptomys nigrita								LC									LC			
5446	Theropithecus gelada								LC											LC	
5447	Thomasomys andersoni																			DD	
5448	Thomasomys apeco								VU												
5449	Thomasomys aureus																LC				
5450	Thomasomys auricularis																			DD	
5451	Thomasomys australis																			DD	
5452	Thomasomys baeops								LC								LC				
5453	Thomasomys bombycinus								DD										VU		
5454	Thomasomys caudivarius								LC								LC				
5455	Thomasomys cinereiventer																	LC			
5456	Thomasomys cinereus								LC								LC				
5457	Thomasomys cinnameus								LC								LC				
5458	Thomasomys contradictus																	DD			
5459	Thomasomys daphne																LC				
5460	Thomasomys dispar																	DD			
5461	Thomasomys eleusis								LC								LC		VU		
5462	Thomasomys emeritus																	DD			
5463	Thomasomys erro								LC								LC				
5464	Thomasomys fumeus																			DD	
5465	Thomasomys gracilis								NT												
5466	Thomasomys hudsoni								DD										VU		
5467	Thomasomys hylophilus								EN										VU		
5468	Thomasomys incanus								VU									LC			
5469	Thomasomys ischyrus								VU									LC			
5470	Thomasomys kalinowskii								VU									LC			
5471	Thomasomys ladewi								LC								LC			LC	
5472	Thomasomys laniger																	LC			
5473	Thomasomys macrotis								VU												
5474	Thomasomys monochromos								EN											VU	
5475	Thomasomys nicefori																	LC			
5476	Thomasomys niveipes								LC								LC			LC	
5477	Thomasomys notatus								LC								LC			LC	
5478	Thomasomys onkiro								VU												
5479	Thomasomys oreas								LC								LC			LC	
5480	Thomasomys paramorum								LC								LC				
5481	Thomasomys popayanus																	DD			
5482	Thomasomys praetor								DD											NT	
5483	Thomasomys princeps																			DD	
5484	Thomasomys pyrrhonotus								VU												
5485	Thomasomys rosalinda								DD										EN		
5486	Thomasomys silvestris								LC								LC				
5487	Thomasomys taczanowskii								LC								LC			LC	
5488	Thomasomys ucucha								VU										VU		
5489	Thomasomys vestitus								LC												
5490	Thomasomys vulcani																		LC		
5491	Thomomys bottae								LC								LC				
5492	Thomomys bulbivorus								LC								LC				
5493	Thomomys clusius								LC									LC			
5494	Thomomys idahoensis								LC									LC			
5495	Thomomys mazama								LC								LC				
5496	Thomomys monticola								LC								LC				
5497	Thomomys talpoides								LC								LC				
5498	Thomomys townsendii								LC								LC				
5499	Thomomys umbrinus								LC								LC				
5500	Thoopterus nigrescens								LC												
5501	Thrichomys apereoides								LC								LC				
5502	Thrichomys inermis								LC								LC				
5503	Thrichomys laurentius																DD				
5504	Thrichomys pachyurus								LC								LC				
5505	Thryonomys gregorianus				LC				LC									LC			
5506	Thryonomys swinderianus				LC				LC								LC				
5507	Thylamys cinderella																LC				
5508	Thylamys citellus											LC					LC				
5509	Thylamys elegans								LC								LC				
5510	Thylamys fenestrae											LC					NT				
5511	Thylamys karimii								VU								VU				
5512	Thylamys macrurus								NT			NT				NT					
5513	Thylamys pallidior													LC		LC					
5514	Thylamys pulchellus											LC					LC				
5515	Thylamys pusillus											LC				LC					
5516	Thylamys tatei								DD							DD					
5517	Thylamys velutinus								LC								NT				
5518	Thylamys venustus								DD								DD				
5519	Thylogale billardierii								LC								LC				
5520	Thylogale browni								VU								VU				
5521	Thylogale brunii								VU								VU				
5522	Thylogale calabyi								EN											EN	
5523	Thylogale lanatus								EN								EN				
5524	Thylogale stigmatica								LC								LC				
5525	Thylogale thetis								LC								LC				
5526	Thyroptera devivoi								DD							DD					
5527	Thyroptera discifera								LC										LC		
5528	Thyroptera lavali								DD								DD				
5529	Thyroptera tricolor								LC							LC					
5530	Thyroptera wynneae																DD				
5531	Tlacuatzin canescens								LC									LC			
5532	Tokudaia muenninki								CR								CR				
5533	Tokudaia osimensis								EN								EN				
5534	Tokudaia tokunoshimensis								EN								EN				
5535	Tolypeutes matacus						NT		NT		NT				NT						
5536	Tolypeutes tricinctus						VU		VU		VU				VU						
5537	Tomopeas ravus								VU								EN				
5538	Tonatia bidens								DD								DD				
5539	Tonatia saurophila								LC										LC		
5540	Tonkinomys daovantieni								DD								DD				
5541	Toromys grandis								LC								LC				
5542	Toromys rhipidurus																DD				
5543	Trachops cirrhosus								LC							LC					
5544	Trachypithecus auratus								VU												
5545	Trachypithecus barbei								DD												
5546	Trachypithecus cristatus								NT												
5547	Trachypithecus delacouri			CR					CR												
5548	Trachypithecus francoisi								EN												
5549	Trachypithecus geei				EN				EN												
5550	Trachypithecus germaini								EN												
5551	Trachypithecus hatinhensis								EN												
5552	Trachypithecus johnii				VU				VU												
5553	Trachypithecus laotum								VU												
5554	Trachypithecus obscurus								NT												
5555	Trachypithecus phayrei								EN												
5556	Trachypithecus pileatus								VU												
5557	Trachypithecus poliocephalus								CR												
5558	Trachypithecus shortridgei								EN												
5559	Trachypithecus vetulus								EN												
5560	Tragelaphus angasii								LC								LC				
5561	Tragelaphus buxtoni							EN	EN								EN				
5562	Tragelaphus derbianus								LC									VU			
5563	Tragelaphus eurycerus								NT								NT				
5564	Tragelaphus imberbis								NT								NT				
5565	Tragelaphus oryx								LC								LC				
5566	Tragelaphus scriptus								LC								LC				
5567	Tragelaphus spekii								LC								LC				
5568	Tragelaphus strepsiceros								LC								LC				LC
5569	Tragulus javanicus								DD							DD					
5570	Tragulus kanchil								LC							LC					
5571	Tragulus napu								LC				LC			LC					
5572	Tragulus nigricans								EN							EN					
5573	Tragulus versicolor								DD							DD					
5574	Tragulus williamsoni								DD							DD					
5575	Transandinomys bolivaris								LC								LC				
5576	Transandinomys talamancae								LC									LC			
5577	Tremarctos ornatus								VU									VU			
5578	Triaenops afer																	LC			
5579	Triaenops parvus																	DD			
5580	Triaenops persicus																	LC			
5581	Triaenops rufus								LC									LC			
5582	Trichechus inunguis							VU	VU								VU				
5583	Trichechus manatus							VU	VU												
5584	Trichechus senegalensis						VU		VU							VU					
5585	Trichosurus caninus								LC								LC				
5586	Trichosurus cunninghami								LC								LC				
5587	Trichosurus vulpecula								LC								LC				
5588	Trichys fasciculata								LC									LC			
5589	Trinomys albispinus								LC								LC				
5590	Trinomys dimidiatus								LC								LC				
5591	Trinomys eliasi								EN								NT				
5592	Trinomys gratiosus								LC								LC				
5593	Trinomys iheringi								LC								LC				
5594	Trinomys mirapitanga								DD								DD				
5595	Trinomys moojeni								EN								EN				
5596	Trinomys paratus								DD								DD				
5597	Trinomys setosus								LC								LC				
5598	Trinomys yonenagae								EN								EN				
5599	Trinycteris nicefori								LC							LC					
5600	Trogopterus xanthipes								NT								NT				
5601	Tryphomys adustus								DD								DD				
5602	Tscherskia triton								LC								LC				
5603	Tupaia belangeri								LC								LC				
5604	Tupaia chrysogaster								EN								EN		VU		
5605	Tupaia discolor																			DD	
5606	Tupaia dorsalis								DD											DD	
5607	Tupaia everetti								LC								LC	LC		LC	
5608	Tupaia ferruginea																	DD			DD
5609	Tupaia glis																	LC			
5610	Tupaia gracilis								LC								LC				
5611	Tupaia hypochrysa																	DD			
5612	Tupaia javanica								LC								LC				
5613	Tupaia longipes																	LC			
5614	Tupaia minor								LC								LC				
5615	Tupaia montana								LC								LC				
5616	Tupaia nicobarica								EN								EN				
5617	Tupaia palawanensis																	LC			
5618	Tupaia picta								LC								LC				
5619	Tupaia salatana																	LC			
5620	Tupaia splendidula								LC								LC				
5621	Tupaia tana								LC								LC				
5622	Tursiops aduncus								DD				DD							NT	
5623	Tursiops truncatus								LC			CR	VU							LC	
5624	Tylomys bullaris								CR											CR	
5625	Tylomys fulviventer								DD											DD	
5626	Tylomys mirae								LC								LC				
5627	Tylomys nudicaudus								LC									LC			
5628	Tylomys panamensis								DD											DD	
5629	Tylomys tumbalensis								CR											CR	
5630	Tylomys watsoni								LC									LC			
5631	Tylonycteris pachypus								LC												
5632	Tylonycteris robustula								LC												
5633	Tympanoctomys aureus								CR					CR			CR				
5634	Tympanoctomys barrerae								NT					NT			NT				
5635	Tympanoctomys kirchnerorum																DD				
5636	Tympanoctomys loschalchalerosorum								CR					CR			CR				
5637	Typhlomys cinereus								LC									LC			
5638	Uranomys ruddi				LC				LC									LC			
5639	Urocitellus armatus								LC								LC				
5640	Urocitellus beldingi								LC								LC				
5641	Urocitellus brunneus																			EN	
5642	Urocitellus canus								LC									LC			
5643	Urocitellus columbianus								LC								LC				
5644	Urocitellus elegans								LC									LC			
5645	Urocitellus endemicus																		VU		
5646	Urocitellus mollis																			LC	
5647	Urocitellus nancyae																			VU	
5648	Urocitellus parryii								LC								LC				
5649	Urocitellus richardsonii								LC								LC				
5650	Urocitellus townsendii								VU								VU				
5651	Urocitellus undulatus								LC								LC				
5652	Urocitellus washingtoni								NT								NT				
5653	Urocyon cinereoargenteus				LC				LC								LC				
5654	Urocyon littoralis				CR				CR					NT							
5655	Uroderma bilobatum								LC											LC	
5656	Uroderma magnirostrum								LC							LC					
5657	Uromys anak								LC									LC			
5658	Uromys boeadii								CR								CR				
5659	Uromys caudimaculatus								LC									LC			
5660	Uromys emmae								CR								CR				
5661	Uromys hadrourus								VU								NT				
5662	Uromys imperator								CR								CR				
5663	Uromys neobritannicus								EN		NT						NT				
5664	Uromys porculus								CR								CR				
5665	Uromys rex		CR						EN								EN				
5666	Uromys siebersi								DD								DD				
5667	Uromys vika																			CR	CR
5668	Uropsilus andersoni								DD								DD				
5669	Uropsilus gracilis								LC									LC			
5670	Uropsilus investigator								DD								DD				
5671	Uropsilus soricipes								LC								LC				
5672	Urotrichus talpoides								LC								LC				
5673	Ursus americanus								LC								LC				
5674	Ursus arctos								LC								LC	LC			
5675	Ursus maritimus						VU		VU							VU					
5676	Ursus thibetanus								VU								VU				
5677	Vampyressa melissa								VU							VU					
5678	Vampyressa pusilla								DD								DD				
5679	Vampyressa thyone								LC							LC					
5680	Vampyriscus bidens								LC								LC				
5681	Vampyriscus brocki								LC								LC				
5682	Vampyriscus nymphaea								LC							LC					
5683	Vampyrodes caraccioli																LC				
5684	Vampyrodes major																LC				
5685	Vampyrum spectrum								NT										NT		
5686	Vandeleuria nilagirica								EN								EN				
5687	Vandeleuria nolthenii								EN											EN	
5688	Vandeleuria oleracea								LC									LC			
5689	Varecia rubra								EN						CR						
5690	Varecia variegata								CR						CR						
5691	Vernaya fulva								LC									LC			
5692	Vespadelus baverstocki								LC												
