	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
1678	Fukomys damarensis				LC				LC								LC					
1679	Fukomys darlingi				LC				LC								LC					
1680	Fukomys foxi				DD				DD											DD		
1681	Fukomys ilariae																			DD		
1682	Fukomys kafuensis				VU				VU													
1683	Fukomys mechowii				LC				LC								LC					
1684	Fukomys ochraceocinereus				DD				LC								LC					
1685	Fukomys vandewoestijneae																			DD		
1686	Fukomys zechi				LC				LC								LC					
1687	Funambulus layardi								VU								VU					
1688	Funambulus palmarum								LC								LC					
1689	Funambulus pennantii								LC								LC					
1690	Funambulus sublineatus								VU													
1691	Funambulus tristriatus								LC								LC					
1692	Funisciurus anerythrus				DD				LC								LC					
1693	Funisciurus bayonii				DD				DD								DD					
1694	Funisciurus carruthersi				LC				LC								LC					
1695	Funisciurus congicus				LC				LC								LC					
1696	Funisciurus duchaillui								DD								DD					
1697	Funisciurus isabella				LC				LC								LC					
1698	Funisciurus lemniscatus				DD				LC								LC					
1699	Funisciurus leucogenys				DD				LC								LC					
1700	Funisciurus pyrropus				LC				LC								LC					
1701	Funisciurus substriatus				DD				DD								DD					
1702	Furipterus horrens								LC								LC					
1703	Galago gallarum								LC											LC		
1704	Galago matschiei								LC											LC		
1705	Galago moholi								LC											LC		
1706	Galago senegalensis								LC											LC		
1707	Galagoides demidoff								LC								LC			LC		
1708	Galagoides thomasi								LC											LC		
1709	Galea comes																DD					
1710	Galea flavidens								LC								LC					
1711	Galea leucoblephara																LC					
1712	Galea musteloides																DD					
1713	Galea spixii								LC								LC					
1714	Galemys pyrenaicus								VU													
1715	Galenomys garleppi								DD											DD		
1716	Galeopterus variegatus								LC													
1717	Galictis cuja								LC								LC					
1718	Galictis vittata								LC								LC					
1719	Galidia elegans								LC							LC						
1720	Galidictis fasciata								NT								VU					
1721	Galidictis grandidieri								EN							EN						
1722	Gardnerycteris crenulatum								LC							LC				LC		
1723	Gardnerycteris koepckeae								DD							DD				DD		
1724	Gazella arabica																	VU				
1725	Gazella bennettii			LC					LC									LC				
1726	Gazella cuvieri							EN	EN								VU					
1727	Gazella dorcas							VU	VU									VU				
1728	Gazella gazella			EN														EN				
1729	Gazella leptoceros							EN	EN								EN					
1730	Gazella marica			VU					VU									VU				
1731	Gazella spekei							EN	EN								EN					
1732	Gazella subgutturosa			NT			VU		VU									VU				
1733	Genetta abyssinica								LC								DD					
1734	Genetta angolensis								LC								LC					
1735	Genetta bourloni								NT							VU						
1736	Genetta cristata								VU							VU						
1737	Genetta genetta								LC							LC						
1738	Genetta johnstoni								VU								NT					
1739	Genetta maculata								LC								LC					
1740	Genetta pardina								LC								LC					
1741	Genetta piscivora								DD							NT						
1742	Genetta poensis								DD							DD						
1743	Genetta servalina								LC							LC	LC					
1744	Genetta thierryi								LC							LC						
1745	Genetta tigrina								LC							LC						
1746	Genetta victoriae								LC								LC					
1747	Geocapromys brownii								VU										EN			
1748	Geocapromys ingrahami								VU													
1749	Geogale aurita						LC		LC							LC	LC					
1750	Geomys arenarius								NT											NT		
1751	Geomys attwateri								LC								LC					
1752	Geomys breviceps								LC								LC					
1753	Geomys bursarius								LC								LC					
1754	Geomys knoxjonesi								LC								LC					
1755	Geomys personatus								LC								LC					
1756	Geomys pinetis								LC								LC					
1757	Geomys texensis								LC								LC					
1758	Geomys tropicalis								CR										EN			
1759	Georychus capensis				LC				LC								LC	LC				
1760	Geoxus annectens		DD						VU										VU			
1761	Geoxus valdivianus								LC								LC					
1762	Gerbilliscus afra			LC	LC				LC								LC					
1763	Gerbilliscus boehmi				LC				LC								LC					
1764	Gerbilliscus brantsii				LC				LC								LC					
1765	Gerbilliscus gambiana				LC				LC									LC				
1766	Gerbilliscus guineae				LC				LC								LC					
1767	Gerbilliscus inclusus				LC				LC								LC					
1768	Gerbilliscus kempi				LC				LC											LC		
1769	Gerbilliscus leucogaster				LC				LC								LC					
1770	Gerbilliscus nigricaudus				LC				LC									LC				
1771	Gerbilliscus phillipsi				LC				LC								LC					
1772	Gerbilliscus robustus				LC				LC								LC					
1773	Gerbilliscus validus				LC				LC								LC					
1774	Gerbillurus paeba				LC				LC								LC					
1775	Gerbillurus setzeri				LC				LC								LC					
1776	Gerbillurus tytonis				LC				LC								LC					
1777	Gerbillurus vallinus				LC				LC								LC					
1778	Gerbillus acticola				DD				DD									DD				
1779	Gerbillus agag				DD				DD									DD				
1780	Gerbillus amoenus				DD				LC								LC					
1781	Gerbillus andersoni								LC								LC					
1782	Gerbillus aquilus								LC								LC					
1783	Gerbillus bottai				DD				DD									DD				
1784	Gerbillus brockmani				DD				DD									DD				
1785	Gerbillus burtoni				DD				DD									DD				
1786	Gerbillus campestris				LC				LC								LC					
1787	Gerbillus cheesmani								LC								LC					
1788	Gerbillus cosensis				DD				DD								DD					
1789	Gerbillus dasyurus								LC								LC					
1790	Gerbillus dunni				DD				LC								LC					
1791	Gerbillus famulus								LC									LC				
1792	Gerbillus floweri				LC				LC													
1793	Gerbillus gerbillus				LC				LC								LC					
1794	Gerbillus gleadowi								NT		LC						LC					
1795	Gerbillus grobbeni				DD				DD									DD				
1796	Gerbillus harwoodi				LC				LC								LC					
1797	Gerbillus henleyi				LC				LC								LC					
1798	Gerbillus hesperinus				VU				EN											EN		
1799	Gerbillus hoogstraali				NT				VU										VU			
1800	Gerbillus jamesi				DD				DD									DD				
1801	Gerbillus juliani				LC				LC									LC				
1802	Gerbillus latastei				DD				LC											DD		
1803	Gerbillus lowei				DD				DD									DD				
1804	Gerbillus mackilligini				LC				LC								LC					
1805	Gerbillus maghrebi				LC				LC													
1806	Gerbillus mesopotamiae								LC								LC					
1807	Gerbillus muriculus				LC				DD									DD				
1808	Gerbillus nancillus				DD				DD									DD				
1809	Gerbillus nanus				LC				LC								LC					
1810	Gerbillus nigeriae				LC				LC								LC					
1811	Gerbillus occiduus				DD				DD									DD				
1812	Gerbillus percivali								DD								DD					
1813	Gerbillus perpallidus				LC				LC													
1814	Gerbillus poecilops								LC									LC				
1815	Gerbillus principulus				DD				DD									DD				
1816	Gerbillus pulvinatus				LC				LC								LC					
1817	Gerbillus pusillus				LC				LC											LC		
1818	Gerbillus pyramidum				LC				LC								LC					
1819	Gerbillus rosalinda				DD				LC								LC					
1820	Gerbillus rupicola				DD				LC									LC				
1821	Gerbillus simoni				LC				LC								LC					
1822	Gerbillus somalicus				DD				DD									DD				
1823	Gerbillus stigmonyx				DD				DD									DD				
1824	Gerbillus tarabuli				LC				LC								LC					
1825	Gerbillus watersi				LC				LC								LC					
1826	Giraffa camelopardalis								LC		LC						VU		VU			
1827	Glaucomys sabrinus								LC								LC					
1828	Glaucomys volans								LC								LC					
1829	Glauconycteris alboguttata				DD				LC									LC				
1830	Glauconycteris argentata				LC				LC									LC				
1831	Glauconycteris beatrix				NT				LC									LC				
1832	Glauconycteris curryae				DD				DD											DD		
1833	Glauconycteris egeria				DD				DD											DD		
1834	Glauconycteris gleni				VU				DD											DD		
1835	Glauconycteris humeralis				DD				DD											DD		
1836	Glauconycteris kenyacola				DD				DD											DD		
1837	Glauconycteris machadoi				DD				DD											DD		
1838	Glauconycteris poensis				LC				LC									LC				
1839	Glauconycteris superba				VU				LC									LC				
1840	Glauconycteris variegata				LC				LC									LC				
1841	Glironia venusta								LC								LC					
1842	Glirulus japonicus								LC								LC					
1843	Glis glis								LC								LC					
1844	Glischropus bucephalus																			LC		
1845	Glischropus javanus								DD								DD					
1846	Glischropus tylopus								LC													
1847	Globicephala macrorhynchus								DD			DD							LC			
1848	Globicephala melas								DD				DD						LC			
1849	Glossophaga commissarisi								LC								LC					
1850	Glossophaga leachii								LC								LC					
1851	Glossophaga longirostris								DD										LC			
1852	Glossophaga morenoi								LC							LC						
1853	Glossophaga soricina								LC							LC						
1854	Glyphonycteris behnii								DD								DD					
1855	Glyphonycteris daviesi								LC										LC			
1856	Glyphonycteris sylvestris								LC										LC			
1857	Glyphotes simus								DD								DD					
1858	Golunda ellioti								LC								LC					
1859	Gorilla beringei								EN								CR			CR		
1860	Gorilla gorilla							CR	CR								CR		CR			
1861	Gracilimus radix																			DD		
1862	Gracilinanus aceramarcae								LC								LC					
1863	Gracilinanus agilis								LC			LC				LC						
1864	Gracilinanus dryas								NT			NT					LC					
1865	Gracilinanus emiliae								DD								DD					
1866	Gracilinanus marica								LC			LC					LC					
1867	Gracilinanus microtarsus								LC							LC						
1868	Grammomys aridulus				NT				DD											DD		
1869	Grammomys brevirostris																			DD		
1870	Grammomys buntingi				DD				DD											DD		
1871	Grammomys caniceps				DD				DD								DD					
1872	Grammomys cometes				LC				LC								LC					
1873	Grammomys dolichurus				LC				LC								LC					
1874	Grammomys dryas				NT				NT											LC		
1875	Grammomys gigas				EN				EN								EN					
1876	Grammomys ibeanus				LC				LC								LC					
1877	Grammomys kuru				LC				LC								LC					
1878	Grammomys macmillani				LC				LC								LC					
1879	Grammomys minnae				VU				VU								VU					
1880	Grammomys selousi																LC					
1881	Grampus griseus								LC				DD						LC			
1882	Graomys chacoensis																			DD		
1883	Graomys domorum								LC								LC					
1884	Graomys edithae								DD											DD		
1885	Graomys griseoflavus								LC								LC					
1886	Graphiurus angolensis				DD				DD									DD				
1887	Graphiurus christyi				DD				LC								LC					
1888	Graphiurus crassicaudatus				DD				DD								DD					
1889	Graphiurus johnstoni				DD				DD								DD					
1890	Graphiurus kelleni				DD				LC							LC	LC					
1891	Graphiurus lorraineus				LC				LC								LC					
1892	Graphiurus microtis				LC				LC								LC					
1893	Graphiurus monardi				DD				DD								DD					
1894	Graphiurus murinus				LC				LC								LC					
1895	Graphiurus nagtglasii				LC				LC								LC					
1896	Graphiurus ocularis			LC	LC				LC								LC					
1897	Graphiurus platyops				LC				LC								LC					
1898	Graphiurus rupicola				LC				LC								LC					
1899	Graphiurus surdus		DD		DD				DD								DD					
1900	Graphiurus walterverheyeni																			DD	DD	
1901	Gulo gulo								NT	LC							LC					
1902	Gymnobelideus leadbeateri								EN								CR					
1903	Gymnuromys roberti								LC								LC					
1904	Habromys chinanteco								CR										CR			
1905	Habromys delicatulus								CR									EN				
1906	Habromys ixtlani								CR										CR			
1907	Habromys lepturus								CR										CR			
1908	Habromys lophurus								NT											NT		
1909	Habromys schmidlyi								CR										CR			
1910	Habromys simulatus								EN										CR			
1911	Hadromys humei								EN								EN					
1912	Hadromys yunnanensis								DD								DD					
1913	Haeromys margarettae								DD								DD					
1914	Haeromys minahassae								VU													
1915	Haeromys pusillus								VU								VU					
1916	Halichoerus grypus								LC								LC					
1917	Halmaheramys bokimekot																			DD	DD	
1918	Handleyomys alfaroi								LC								LC					
1919	Handleyomys chapmani								LC										VU			
1920	Handleyomys fuscatus								LC								LC					
1921	Handleyomys intectus								LC								LC					
